source,offer_id,url,title,company,location,published_date,contract_type,salary,query,description
france-travail-api,5016251,https://candidat.francetravail.fr/offres/recherche/detail/5016251,Data Scientist H/F,,75 - Paris,2025-11-06T05:37:43.000Z,CDI,,data scientist,"À propos du poste
Nous recherchons un data scientist ou une data scientist passionné(e) par l'analyse de données et l'intelligence artificielle. Vous intégrerez notre équipe dynamique pour transformer des données complexes en informations exploitables, contribuant ainsi à la prise de décisions stratégiques au sein de notre entreprise.
Responsabilités
* Analyser et interpréter des ensembles de données volumineux à l'aide d'outils et de techniques avancés.
* Développer des modèles prédictifs en utilisant des algorithmes de machine learning.
* Concevoir et mettre en œuvre des processus ETL pour le traitement des données.
* Collaborer avec les équipes produit et technique pour définir les besoins en matière de données.
* Utiliser des langages tels que Python, R, Java et C pour le développement d'applications analytiques.
* Travailler avec des bases de données SQL et NoSQL pour la gestion et l'extraction des données.
* Exploiter des frameworks tels que TensorFlow, Spark et Hadoop pour le traitement des big data.
* Appliquer des techniques de natural language processing (NLP) pour extraire des insights à partir de données textuelles.
* Documenter les processus et les résultats afin d'assurer une bonne traçabilité.
Profil recherché
Vous êtes fait(e) pour ce poste si vous possédez :
* Une formation en informatique, statistiques ou un domaine connexe.
* Une expérience significative dans un rôle similaire, avec une maîtrise avérée des outils de data science.
* Des compétences solides en programmation (Python, R, Java, C).
* Une connaissance approfondie des systèmes ETL et du design de bases de données.
* Une expérience avec les environnements cloud tels qu'AWS.
* Une bonne maîtrise des outils comme SAS, VBA et Bash (Unix shell).
* Un intérêt marqué pour l'IA, le machine learning, le data mining et l'analyse prédictive. Si vous êtes motivé(e) par les défis liés aux données et souhaitez faire partie d'une équipe innovante, nous serions ravis de recevoir votre candidature.
Type d'emploi : CDI
Rémunération : 37 000,00€ à 41 000,00€ par mois
Avantages :
* Prise en charge du transport quotidien
* RTT
Lieu du poste : Télétravail hybride (75015 Paris)"
france-travail-api,5014744,https://candidat.francetravail.fr/offres/recherche/detail/5014744,Data Scientist H/F,,75 - Paris,2025-11-06T05:32:05.000Z,CDI,,data scientist,"À propos du poste
Nous recherchons un data scientist ou une data scientist passionné(e) par l'analyse de données et l'intelligence artificielle. Vous rejoindrez notre équipe dynamique pour transformer des données complexes en informations exploitables, contribuant ainsi à la prise de décision stratégique de notre entreprise. Si vous êtes motivé(e) par les défis et que vous souhaitez travailler dans un environnement innovant, ce poste est fait pour vous.
Responsabilités
* Analyser et interpréter des ensembles de données volumineux pour en extraire des insights pertinents.
* Développer et mettre en œuvre des modèles de machine learning pour résoudre des problèmes complexes.
* Concevoir et optimiser des pipelines ETL pour assurer la qualité et l'intégrité des données.
* Collaborer avec les équipes techniques pour le design de bases de données et l'architecture des systèmes.
* Utiliser des outils tels que TensorFlow, Spark et SAS pour le traitement et l'analyse des données.
* Appliquer des techniques de data mining et de natural language processing sur les données collectées.
* Travailler avec les technologies AWS pour le déploiement et la gestion d'applications analytiques.
* Documenter les processus d'analyse et communiquer les résultats aux parties prenantes.
Profil recherché
Vous êtes la personne idéale si :
* Vous possédez une solide expérience en data science avec une maîtrise des langages Python, Java, C et SQL.
* Vous avez une bonne connaissance des frameworks comme Hadoop et Spark.
* Vous êtes à l'aise avec les systèmes Unix/Linux, notamment Bash (Unix shell).
* Vous avez une expérience avérée dans le traitement de données  et dans la conception de bases de données.
* Vous êtes capable d'appliquer vos compétences en machine learning à divers cas d'utilisation.
* Vous faites preuve d'une grande capacité d'analyse, d'un esprit critique et d'une forte curiosité intellectuelle. Si vous souhaitez rejoindre une équipe engagée à faire avancer l'innovation grâce aux données, nous serions ravis de recevoir votre candidature !
Type d'emploi : CDI
Rémunération : 37 000,00€ à 41 000,00€ par an
Lieu du poste : Télétravail hybride (75015 Paris)"
france-travail-api,4826869,https://candidat.francetravail.fr/offres/recherche/detail/4826869,Lead Data Scientist H/F,,75 - Paris,2025-11-03T02:20:04.000Z,CDI,,data scientist,"À propos d'AI6 Technologies
AI6 Technologies est une start-up française en pleine croissance, présente à Paris, Nîmes, Saint-Malo, Grenoble et Tours.
Notre mission : accélérer et fiabiliser la gestion de sinistres (dégâts des eaux, sécheresse, événements climatiques) grâce à l'intelligence artificielle et la donnée scientifique.
Nous développons des plateformes SaaS et des modèles d'IA de pointe pour transformer la façon dont les assureurs évaluent et préviennent les sinistres.
Votre rôle
Pour renforcer notre pôle Data & Innovation, nous recherchons un·e Lead Data Scientist expérimenté·e dans notre service Data & Innovation, au cœur des projets IA de l'entreprise.
Vos missions
* Encadrer et faire grandir une équipe de data scientists et ingénieurs IA.
* Concevoir, entraîner et déployer des modèles de machine learning et deep learning pour la détection et la prédiction de sinistres.
* Garantir la qualité scientifique : validation, interprétabilité, reproductibilité.
* Travailler sur des données géospatiales, climatiques et assurantielles.
* Collaborer avec les équipes Data et Engineering pour l'industrialisation et le MLOps.
* Participer à la mise en place de notre stack Azure ML / Databricks.
* Assurer une veille scientifique et technologique continue.
Profil recherché
* 5 à 8 ans d'expérience en Data Science / Machine Learning, dont 2 à 3 ans comme référent·e ou lead.
* Excellente maîtrise de Python, scikit-learn, PyTorch/TensorFlow, LightGBM, SQL.
* Compétences en MLOps (Docker, MLflow, CI/CD) et Azure ML / Databricks.
* Goût pour les environnements appliqués (assurance, climat, géospatial).
* Rigueur scientifique, esprit d'équipe et pédagogie.
* Anglais professionnel.
Formation : diplôme d'ingénieur ou doctorat en data science, statistiques, mathématiques appliquées, ou équivalent.
Pourquoi nous rejoindre
* Impact concret : vos modèles influencent directement la gestion des sinistres chez les assureurs.
* Innovation : travail au croisement de la science, de la data et du produit.
* Autonomie : rôle clé dans la structuration du pôle Data & Innovation.
* Bureaux : 32 rue La Boétie, Paris 8ᵉ
Type d'emploi : CDI
Statut : Cadre
Rémunération : 60 000,00€ à 75 000,00€ par an
Lieu du poste : En présentiel"
france-travail-api,4714282,https://candidat.francetravail.fr/offres/recherche/detail/4714282,Data scientist (H/F),,92 - Villeneuve-la-Garenne,2025-10-31T08:05:56.000Z,CDI,Annuel de 20000.0 Euros à 100000.0 Euros,data scientist,"Data Scientist H/F
Rattaché au responsable DATA, vous serez amené à gérer les missions suivantes :
Fiabilisation et industrialisation des détections des besoins de maintenance sur les vélos et les stations Vélib' :
    * Restructurer le système de détection existant afin gagner en robustesse et fiabilité,
    * Concevoir, développer et intégrer des algorithmes pour prédire la classification des pannes en minimisant les faux positifs,
    * Superviser les tests et mener les analyses prouvant l'amélioration du système.
Optimisation des opérations de maintenance :
    * Analyser les données opérationnelles pour améliorer l'efficacité des équipes terrain,
    * Proposer des optimisations afin de réduire les temps de déplacement et gagner en productivité,
    * Améliorer la compréhension et la prédiction des usages pour anticiper les déséquilibres sur le parc : Stations vides et stations pleines.
Mise en place d'une gouvernance de la donnée :
    * Définir et appliquer des standards de qualité, de sécurité et de traçabilité des données,
    * Collaborer avec les équipes IT et métiers pour garantir la cohérence et l'accessibilité des données.
Veille technologique et innovation :
    * Identifier et évaluer de nouvelles méthodes ou outils d'intelligence artificielle pour améliorer la performance des différents services.
"
france-travail-api,4514830,https://candidat.francetravail.fr/offres/recherche/detail/4514830,Data Analyst / Scientist - Power BI @ groupe international - F/H,Externatic,972 - Lamentin,2025-10-27T23:00:52.000Z,CDI,Annuel de 40000.0 Euros à 55000.0 Euros,data scientist,"L'entreprise accompagnée et les missions:
Rejoignez la DSI d'un groupe international dynamique, né en Martinique et en pleine expansion  à travers le monde. La DSI fonctionne comme un GIE  et se distingue par sa proximité, son agilité, et sa connaissance approfondie des métiers (Grande Distribution, Automobile, Industrie spécialisée) de ses filiales.
Vous évoluerez dans une structure à taille humaine d'une 100aine de personnes.
L'entreprise, en pleine réorganisation pour soutenir sa croissance, investit fortement dans des initiatives telles que la professionnalisation de son support technique et une stratégie Data ambitieuse.

Le poste

Rattaché au Responsable du domaine DATA & BI, vous rejoignez une équipe composée de 5 consultants, en apportant votre expertise et votre énergie.

Vous contribuez à :

- Réaliser des études stratégiques pour identifier des tendances, profils clients et leviers de fidélisation, puis formuler des recommandations opérationnelles à destination des équipes métiers.
- Concevoir, maintenir et faire évoluer des tableaux de bord interactifs (Power BI) afin de répondre aux besoins décisionnels et opérationnels de l’entreprise.
- Collaborer étroitement avec les Data Engineers et Product Owners Data pour garantir la qualité, la structuration et l’accessibilité des données exploitées.
- Développer et mettre en œuvre des modèles analytiques (scoring, prédiction, NLP) dans une logique d’activation marketing et d’aide à la décision.
- Accompagner les équipes métiers dans l’appropriation des outils de data visualisation et dans la prise en main des rapports et dashboards conçus.

Technos principales / environnement : 
- Langages SQL, DAX, DBT et Python
- Power BI/Power Query

Profil:
- Diplômé(e) d’une formation en statistiques, informatique ou domaine équivalent.
- Maîtrise de SQL et de Power BI, notamment DAX et M ; la connaissance de Snowflake constitue un atout.
- Expérience avérée en analyse de données, modélisation et restitution via Power BI.
- Capacité à communiquer efficacement les résultats d’analyses aux utilisateurs métiers.
- Proactivité, curiosité, esprit d’équipe et orientation solution.

Avantages:
Conditions de travail- Localisation : La Martinique - 100 % en présentiel
- ou Paris 16 ème avec 2 jours de télétravail / semaines.
- Rémunération fixe : entre 40 - 55K€ + variable (1 mois de salaire) 
- Environnement international et familial

Le process
RDV avec l'équipe RH
RDV avec le Manager
RDV avec le DSI (en physique)


INDSP"
france-travail-api,4494009,https://candidat.francetravail.fr/offres/recherche/detail/4494009,Datascientist F/H (H/F),,69 - Lyon,2025-10-27T14:46:20.000Z,CDI,,data scientist,"Le Pôle « SI Chaînes Communicantes » de la DSI d'Enedis conçoit, développe, maintient et exploite les systèmes d'information des chaînes communicantes, valorise leurs données via des applicatifs en coordination avec les partenaires, et contribue au développement d'outils techniques partagés pour la DSI.
Depuis , Enedis s'est dotée d'une Digital Factory, véritable usine de valorisation de la donnée co-animée par la DDIN et la DSI.
 Elle rassemble l'ensemble des directions métiers au sein d'une gouvernance collégiale et ouverte : la chaîne Numérique et Data.
 Elle est organisée en lignes de produits au service des enjeux Marché, Financiers, Clients, Territoires, Mobilité Electrique et Performances, à la main de « Business Owners » représentant les directions.
 L'ambition de la Digital Factory réside dans sa capacité à construire des produits de « bout en bout », de l'idée jusqu'au service industriel et à son déploiement.
En tant que Data Scientist, vous développez les services de données à destination des métiers d'Enedis et des acteurs du marché de l'électricité.
Vous êtes amené(e) à participer à des projets dans les domaines Big Data, Machine Learning et Intelligence Artificielle, sur des types de données en constant développement : les données de comptage, les données contractuelles, les données de réseau.
.
.
Vous développez des outils prototypes et réalisez leur intégration dans un environnement pérenne en lien avec les équipes d'industrialisation.
 Vous accompagnez les métiers dans l'utilisation et la valorisation de ces outils.
Croisement de données de mesure avec les résultats des simulations des outils de calcul électrotechniques : modélisation des charges à différentes mailles, compréhension des phénomènes électrotechniques."
france-travail-api,3703034,https://candidat.francetravail.fr/offres/recherche/detail/3703034,Data Scientist IA Deep Learning H/F (CDI),Bert. Technology France SAS,78 - Élancourt,2025-10-11T13:34:02.000Z,CDI,,data scientist,"Vos missions et votre environnement:
                        Missions:

Mise en place d'infrastructure  

Intégration et creation de services Docker  


Développement de pipeline  


Génération de rapport militaire avec utilisation de RAG 


Fine tuning d'un LLM pour un concours gouvernemental

Préparation pour une livraison à venir: documentation, chaine de traitement (backend)
Identification et évaluation de modèles d'embeddings
Développement d'une solution en Active Learning 


Vos compétences et connaissances:
                        Compétences: 

Expérience similaire réussie d'au moins 3 ans 
Habilitation secret defense obligatoire"
france-travail-api,2935252,https://candidat.francetravail.fr/offres/recherche/detail/2935252,Data Scientist Expérimenté H/F,EY,75 - Paris,2025-03-01T07:05:17.000Z,CDI,,data scientist,"Vous êtes Data Scientist (F/H), à la recherche d'une équipe dynamique, à la pointe des technologies et des innovations en Data Science et IA générative, au service d'entreprises data-driven ? N'hésitez pas à nous contacter pour que nous puissions nous rencontrer.
 
Vos missions :
Pour soutenir notre développement en Data Science et Intelligence Artificielle, vous prenez en charge la réalisation de projets d'analyse quantitative, de datamining, souvent dans un contexte CRM/Marketing : segmentations, scores d'appétence, reporting analytique, prévisions.
 
Vous intervenez également sur la définition de la stratégie de gestion des données de nos clients ou sur le pilotage du déploiement de solutions technologiques dans le Cloud. À partir de besoins métier exprimés, vous encadrez l'équipe-projet et traitez personnellement les aspects les plus sensibles de la mission.
 
Grâce à votre expérience, vous savez proposer et mettre en œuvre des méthodologies efficaces et opérationnelles répondant aux attentes du client, dans le respect des délais et du budget.
Vous développez une expertise sectorielle et êtes force de proposition sur les sujets et offres à présenter à nos clients, pour les accompagner vers l'excellence."
france-travail-api,7369933,https://candidat.francetravail.fr/offres/recherche/detail/7369933,Consultant Senior & Manager en Data consulting - secteur financier (H/F),EY,75 - Paris,2026-01-03T06:35:48.000Z,CDI,,data scientist,"L'opportunité
 
En travaillant dans une équipe en croissance sur les différents métiers Data & Analytics et Innovation, vous participez au développement des missions à forte valeur ajoutée auprès de nos clients (gestion de la donnée, processus de transformation, définition de moyen, machine learning, NLP, architecture, robotics, analyse quantitative, datamining, Big data, Data Science, algorithmique, blockchain, intelligence artificielle, digital,.).
 
Votre champ d'intervention s'étendra véritablement au niveau mondial et vous pourrez acquérir une expérience précieuse, bénéficiant de vastes possibilités de développement professionnel, tout en disposant de tout le soutien dont vous avez besoin pour atteindre votre potentiel.
 
Cette annonce est destinée aux candidats spécialisés en Data Science, mais nous recherchons des profils expérimentés et mobilisables sur le spectre élargi des métiers de la data.
 
Vos missions
 
Vous êtes amené à travailler sur des missions de conseil de différentes natures :
·        Cadrage et analyse fonctionnelle de projets de transformation de projet data analytics ou data science, définition de stratégie client en matière d'intelligence artificielle (use cases, trajectoires, roadmap.) 
Etudes et choix de solutions et de plateformes big data, analytics.
·        Conception et mise en place d'algorithmes prédictifs (scoring, classification, régression, clustering, ranking, etc.)
·        Conception et mise en place de solution en NLP, machine learning, deep learning.
·        Accompagnement au pilotage et à la gestion de projets data management
·        Conception et mise en œuvre de reportings décisionnels, coordination de projets.
·        Développement d'outils d'aide à la décision ou d'outils BI dans les domaines du customer, du digital, de la tarification, de la compliance.
·        Cartographie des processus de transformation de données
·        Assistance à la mise en œuvre d'exigences réglementaires
·        Veille sur l'évolution des méthodes, des pratiques, des outils."
france-travail-api,7369929,https://candidat.francetravail.fr/offres/recherche/detail/7369929,"Consultant Senior ou Manager Data Engineering - secteur Financier, H/F",EY,75 - Paris,2026-01-03T06:35:46.000Z,CDI,,data scientist,"Selon votre parcours, vos expériences et votre expertise, vous serez amené(e) à apporter vos compétences à des équipes engagées sur des missions de conseil de différentes natures :
 
Étude, développement et implémentation de solutions afférentes à une plateforme data et ses composantes (outil de visualisation, de consommation de la donnée, d'ingestion, etc.), en travaillant de pair avec des interlocuteurs fonctionnels et techniques
Travaux techniques de chargement et de transformation de la donnée à l'aide de langages de programmation et à des fins diverses
Compréhension et cartographie des processus de transformation de données
Cadrage et analyse fonctionnelle de projets de transformation data 
Définition de stratégie client en matière d'intelligence artificielle (use cases, données, trajectoire, roadmap.)?
Accompagnement au pilotage, à la coordination et à la gestion de projets data 
Veille sur l'évolution des méthodes, des pratiques, des outils.
 
 
Vous pourrez continuer de développer des compétences dans les domaines de votre choix grâce à l'approche de formation continue d'EY."
france-travail-api,7369899,https://candidat.francetravail.fr/offres/recherche/detail/7369899,"Consultant Senior ou Manager Data Management - secteur Financier, H/F",EY,75 - Paris,2026-01-03T06:35:39.000Z,CDI,,data scientist,"Selon votre parcours, vos expériences et votre expertise, vous serez amené(e) à apporter vos compétences à des équipes engagées sur des missions de conseil de différentes natures :
?    Accompagner les clients dans la conception et la mise en œuvre de leurs initiatives de Data Management, en établissant des normes et des processus alignés sur les meilleures pratiques
?    Piloter des programmes de transformation et d'innovation data, en respectant les délais et les budgets
?    Analyser les réglementations sectorielles (ex. : Solvabilité 2, BCBS 239) pour assurer la conformité des pratiques de gestion des données
?    Animer des équipes et des ateliers pour identifier des cas d'usage Data et créer des réseaux d'acteurs de la gestion des données
?    Recommander des solutions technologiques adaptées aux besoins des clients et les soutenir dans leur mise en œuvre (ex. : Data Catalogues, MDM)
?    Développer des outils d'aide à la décision dans divers domaines tels que le digital, la tarification et la conformité.
?    Monitorer les actions autour de la data en établissant des tableaux de bord pour le suivi des indicateurs de qualité des données
Vous pourrez continuer de développer des compétences dans les domaines de votre choix grâce à l'approche de formation continue d'EY."
france-travail-api,7176696,https://candidat.francetravail.fr/offres/recherche/detail/7176696,INGÉNIEUR DATA - DOCUMENTATION DONNÉES DE SANTÉ F/H - H/F,Inserm,75 - Paris 13e Arrondissement,2025-12-29T11:06:06.000Z,CDD - 18 Mois,,data scientist,"Description :


A PROPOS DE LA STRUCTURE UMS 47 FRANCE COHORTES : 

L’UMS France Cohortes accompagne les cohortes en offrant des services sur les aspects réglementaires, de système d’information, d'outils de production, diffusion et exploitation des données. Les cohortes épidémiologiques et cliniques sont des enquêtes longitudinales visant à identifier les facteurs de survenue ou d’évolution des maladies.

Dans une démarche de science ouverte, les données collectées doivent respecter les principes FAIR (Faciles à trouver, Accessibles, Interopérables, Réutilisables) et être documentées pour informer les utilisateurs, tout en préservant l’intégrité scientifique des études. Cela s’inscrit dans des projets français et européens de catalogage des données de recherche en santé. Le standard général retenu par France Cohortes pour la documentation des données de cohorte est DDI-Lifecycle, car particulièrement adapté aux données d’enquêtes complexes.

MISSION PRINCIPALE : 

Vous aurez pour rôle principal de centraliser et structurer au format DDI-L les méta-données produites par les cohortes existantes en suivant des standards et des formats variés.

Pour les cohortes déjà existantes, vous participerez à la standardisation de la documentation existante. Il faudra pour cela proposer et mettre en œuvre une stratégie accessible à des utilisateurs experts des cohortes mais non spécialistes des standards de méta-données.

Pour les cohortes en construction, des solutions permettant de documenter au plus tôt les données au fil de leur production devront être proposées.

Vous devrez également veiller à ce que l’entrepôt de méta-données puisse être moissonné ou utilisé par des outils tiers de visualisation ou de catalogage centralisé.

Votre mission s’exerce, sous la responsabilité du directeur d’unité, en lien étroit avec les équipes techniques et fonctionnelles et l’équipe en charge du portail de documentation des données de recherche en santé humaine.

ACTIVITÉS PRINCIPALES :

Analyser le format de la documentation existante, définir la stratégie de migration, et accompagner les équipes dans sa mise en œuvre,

Utiliser ou adapter les outils d’intégration de méta-données dans l’entrepôt de méta-données à l’aide des API existantes,

Veiller à la qualité des méta-données hébergées dans l’entrepôt et à ce que leur réutilisation soit possible,

Animer des ateliers avec les cohortes participantes et accompagner l'appropriation de nouvelles pratiques et de nouveaux outils,

Participer à l’élaboration de recommandations sur les outils et les standards de documentation des données au sein des groupes d’experts français, européens et internationaux.

 

		
		
Profil recherché :
		
		
NIVEAU DE DIPLÔME ET FORMATION(S) :

Titre ou diplôme classé au moins au niveau 7

Master ou école d’ingénieur en informatique, science des données, statistique, ou documentation

CONNAISSANCES : 

Maîtrise des formats et schémas XML et Json

Maîtrise des langages Python, R

Maîtrise des API

Maîtrise de XSLT appréciée

Connaissances des principes FAIR data

Connaissance des standards RDF et DDI appréciée (sinon formation à prévoir)

SAVOIR-FAIRE :

Coordination de projet et management transversal d’un réseau de compétences

Rédaction de documentation technique et méthodologique (rapport, article)

Capacité à travailler en anglais (niveau B2 CECRL souhaité)

APTITUDES : 

Aisance relationnelle, sens de la communication et de la pédagogie

Capacités d’organisation, de planification et de rigueur

Capacité à fédérer et à convaincre

Capacité d’adaptation, de curiosité et d’apprentissage

EXPÉRIENCES SOUHAITÉES : une expérience dans le domaine de la gestion et de la documentation de données serait appréciée.

SPÉCIFICITÉS ET ENVIRONNEMENT DU POSTE : relations externes fréquentes et nombreuses (établissements de recherche, porteurs de projets, experts métier)

 
"
france-travail-api,7176548,https://candidat.francetravail.fr/offres/recherche/detail/7176548,INGÉNIEUR DATA RESPONSABLE DE PÔLE DONNÉES DE SANTÉ - H/F,Inserm,75 - Paris 13e Arrondissement,2025-12-29T11:06:05.000Z,CDD - 18 Mois,,data scientist,"Description :


Dans le cadre d’une démarche visant à industrialiser les processus de production tout en bénéficiant des technologies innovantes en la matière, le système d’information de France Cohortes propose des outils de recueil, d’intégration, de mise en qualité, de traitement et de mise à disposition de données.

MISSION PRINCIPALE :

Au sein de France Cohortes, votre travail permettra d’améliorer la qualité et l’accessibilité des données pour des centaines de chercheurs en santé publique. Vous aurez pour première mission d’assurer la responsabilité du pôle technico-fonctionnel composé à ce jour de 3 agents, mais dont la vocation est de s’étoffer prochainement. La deuxième mission consiste à maîtriser et faire évoluer les outils d’intégration, de stockage de mise en qualité et de documentation des données, dans une perspective de mutualisation, de formation et d’accompagnement des équipes bénéficiant des services de France Cohortes.

Votre mission s’inscrit dans une organisation par projet, au sein de laquelle vous devez coordonner l’intervention des experts technico-fonctionnels.

ACTIVITÉS PRINCIPALES :

Coordonner une équipe de plusieurs experts technico-fonctionnels, participer à la définition des missions et des périmètres, au recrutement et à l’intégration des nouveaux agents au sein du pôle

Répondre aux sollicitations et besoins en expertise des autres pôles de France Cohortes en coordonnant l’intervention des experts technico-fonctionnels

Interagir avec la maîtrise d’œuvre pour veiller à la bonne traduction technique des enjeux fonctionnels

Animer des ateliers avec les cohortes participantes, analyser leurs besoins et accompagner l’appropriation de nouvelles pratiques et de nouveaux outils, en préconisant autant que possible des méthodes et outils ouverts

Evaluer les moyens nécessaires pour faire évoluer les systèmes d’intégration et de mise en qualité existants pour chaque cohorte participante vers la cible retenue et les accompagner dans cette démarche

Analyser les besoins, et coordonner la mise en place de systèmes de gestion de données adaptées aux cohortes au sein du système d’information France Cohortes

Concevoir et maintenir des flux/pipelines de données standards au sein du système d’information de France Cohortes ; développer et maintenir des flux/pipelines de métadonnées

Assurer une veille à l’international, et mettre en place et participer à des collaborations en France et à l’international, sur l’adoption de système de gestion de données et de métadonnées

Contribuer à la stratégie de tests et de recettes utilisateurs et apporter une assistance lors de la mise en production.

Mettre en place une offre de formation à l’utilisation des outils en direction des équipes de production des données des cohortes.

 

		
		
Profil recherché :
		
		
SPÉCIFICITÉ(S) ET ENVIRONNEMENT DU POSTE :

Administration de droits et d’outils traitant de données sensibles et confidentielles

Relations externes fréquentes avec les fournisseurs de solutions informatiques, le DSI de l’Inserm et les équipes utilisatrices

CONNAISSANCES : 

Standards et formats de données (Parquet, XML, csv) et de bases de données (PostgreSQL, MariaDB, MySQL…)

Langages de traitement des données (Python, R, SAS, SQL)

Outils d’administration et d’automatisation des traitements ETL/ELT (Apache Airflow…)

La connaissance des Webservices et solutions de gestion d’API et des technologies de stockage cloud (AWS S3) serait un plus

SAVOIR-FAIRE :

Coordination d’équipe et management transversal d’un réseau de compétences,

Rédaction de documentation technique et méthodologique (rapport),

Capacité à travailler en anglais (niveau B2 CECRL minimum)

APTITUDES :

Aisance relationnelle, sens de la communication et de la pédagogie

Capacités d’organisation, de planification et de rigueur

Discrétion et confidentialité

Capacité à fédérer et à convaincre

Capacité d’adaptation et de curiosité

EXPÉRIENCE(S) SOUHAITÉ(S) :

Expérience en gestion de donn"
france-travail-api,7159507,https://candidat.francetravail.fr/offres/recherche/detail/7159507,Data Engineer - Expert Snowflake & DBT (H/F/NB),Trimane,92 - Puteaux,2025-12-27T14:37:13.000Z,CDI,,data scientist,"Fondée en 2005, TRIMANE est un cabinet de conseil et une société de services spécialisée en Data Intelligence (Data & IA). Notre mission : créer de la valeur à partir des données disponibles dans les entreprises, en s'appuyant sur des approches algorithmiques innovantes, des méthodologies éprouvées et de nombreuses technologies de pointe.
En tant que spécialiste Data, nous sommes reconnus pour le très haut niveau d'expertise de nos consultants et de notre retour d'expérience en la matière.
Nous accompagnons nos clients du secteur public ou privé sur des prestations de Conseil : MOA et MOE, autour du traitement et l'analyse des data, quel que soit l'environnement technique : BI, Big Data, Cloud, Machine Learning, Deep Learning, NLP, ou encore sur les aspects méthodologiques : Gestion de projet, Agile, DataOps, stratégie Data Gouvernance et l'organisation Data Driven.
Rejoindre Trimane, c'est construire ensemble une relation durable, de confiance et évoluer dans un environnement stimulant à taille humaine où votre carrière est au cœur de nos priorités, c'est pourquoi nous offrons à nos collaborateurs :
- Un accompagnement de carrière personnalisé grâce à trois référents : technique, RH et commercial.
- Un accès illimité à nos plateformes de formation et certifications, ainsi que des sessions internes sur la BI, le Big Data, l'IA, le Cloud, la Blockchain et le développement web.
- Des ateliers de veille technologique pour rester à la pointe des innovations.
- Un cadre convivial avec des afterworks, escape games et activités organisées par notre CSE.
- L'opportunité de contribuer à l'aventure Capital B / The Blockchain Group, un écosystème d'entrepreneurs réunissant des expertises complémentaires (digital, blockchain, data) et des projets ambitieux.
Le poste : 

Vous souhaitez rejoindre une société à taille humaine où l'innovation et la confiance sont au cœur de la culture ?
 Trimane recherche un(e) Data Engineer - Expert(e) Snowflake & DBT (H/F/NB) pour renforcer ses équipes projet. 
Votre rôle :
En tant que Data Engineer - Expert(e) Snowflake & DBT, vous serez au cœur de la conception, de la mise en œuvre et de l'optimisation de nos pipelines de données dans un environnement moderne basé sur Snowflake, DBT, Qliksense, et AWS, tout en mettant en place des pratiques de CI/CD pour assurer des livraisons robustes et continues.
En collaboration avec les équipes Data Science, Business Intelligence et IT, vous jouerez un rôle clé dans le traitement, la transformation et la visualisation des données, pour permettre des décisions basées sur des insights fiables.
Ce que vous ferez : 
 Conception et maintien des pipelines de données :
- Développement et optimisation des pipelines ETL/ELT sur Snowflake en utilisant DBT pour les transformations.
- Automatisation de flux de données avec des outils de workflow (ex. Airflow).
 Modélisation et transformation des données :
- Conception de modèles de données robustes, scalables et orientés business.
- Recommandation pour assurer la qualité des données et le suivi de leur conformité (Data Quality & Governance).
 Développement de dashboards et visualisations :
- Création de visualisations avancées avec Qliksense en collaboration avec les équipes métier.
 Intégration avec AWS :
- Configuration et maintien des services AWS (S3, Lambda, Glue, Redshift, etc.) pour répondre aux besoins en data engineering.
- Gestion des ressources cloud et optimisation des coûts.
 Mise en place de pratiques CI/CD :
- Construction et automatisation des déploiements via des outils de CI/CD (ex. Jenkins, GitLab CI/CD, GitHub Actions).
- Assurer une livraison continue des modèles DBT et des pipelines Snowflake.
 Support et veille technologique :
- Assurer le suivi des incidents, le monitoring et le support des pipelines de production.
- Réaliser une veille technologique pour identifier de nouvelles opportunités et améliorer les processus existants.
Profil recherché : 

Diplômé(e) d'une école d'ingénieur avec une spécialisati"
